Date,P,D,E,CPI,Date Fraction,Long IR GS10,Real Price,Real Dividend,Real Earnings,CAPE (P/E10),Date (CCYY-MM)
1871.01,4.44,0.26,0.4,12.46,1871.04,5.32,86.98,5.09,7.84,NA,1871-01
1871.02,4.5,0.26,0.4,12.84,1871.13,5.32,85.54,4.94,7.6,NA,1871-02
1871.03,4.61,0.26,0.4,13.03,1871.21,5.33,86.36,4.87,7.49,NA,1871-03
1871.04,4.74,0.26,0.4,12.56,1871.29,5.33,92.15,5.05,7.78,NA,1871-04
1871.05,4.86,0.26,0.4,12.27,1871.38,5.33,96.69,5.17,7.96,NA,1871-05
1871.06,4.82,0.26,0.4,12.08,1871.46,5.34,97.4,5.25,8.08,NA,1871-06
1871.07,4.73,0.26,0.4,12.08,1871.54,5.34,95.58,5.25,8.08,NA,1871-07
1871.08,4.79,0.26,0.4,11.89,1871.63,5.34,98.34,5.34,8.21,NA,1871-08
1871.09,4.84,0.26,0.4,12.18,1871.71,5.35,97.04,5.21,8.02,NA,1871-09
1871.10,4.59,0.26,0.4,12.37,1871.79,5.35,90.61,5.13,7.9,NA,1871-10
1871.11,4.64,0.26,0.4,12.37,1871.88,5.35,91.6,5.13,7.9,NA,1871-11
1871.12,4.74,0.26,0.4,12.65,1871.96,5.36,91.46,5.02,7.72,NA,1871-12
1872.01,4.86,0.26,0.4,12.65,1872.04,5.36,93.78,5.08,7.77,NA,1872-01
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,94.16,5.15,7.81,NA,1872-02
1872.03,5.04,0.27,0.41,12.84,1872.21,5.4,95.81,5.13,7.75,NA,1872-03
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,96.33,5.08,7.62,NA,1872-04
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,96.33,5.15,7.67,NA,1872-05
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,96.1,5.25,7.77,NA,1872-06
1872.07,5.1,0.28,0.42,12.84,1872.54,5.47,96.95,5.39,7.94,NA,1872-07
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,95.11,5.41,7.93,NA,1872-08
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,92.73,5.43,7.91,NA,1872-09
1872.10,4.97,0.29,0.43,12.75,1872.79,5.53,95.18,5.62,8.14,NA,1872-10
1872.11,4.95,0.3,0.43,13.13,1872.88,5.54,92.05,5.52,7.95,NA,1872-11
1872.12,5.07,0.3,0.43,12.94,1872.96,5.56,95.67,5.66,8.11,NA,1872-12
1873.01,5.11,0.3,0.43,12.94,1873.04,5.58,96.43,5.71,8.16,NA,1873-01
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,95.08,5.63,8.03,NA,1873-02
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,94.35,5.68,8.08,NA,1873-03
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,93.05,5.72,8.12,NA,1873-04
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,95.29,5.9,8.35,NA,1873-05
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,96.82,6.12,8.65,NA,1873-06
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,96.63,6.17,8.7,NA,1873-07
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,96.63,6.22,8.75,NA,1873-08
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,89.24,6.27,8.8,NA,1873-09
1873.10,4.19,0.33,0.46,12.27,1873.79,5.5,83.36,6.47,9.05,NA,1873-10
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,82.94,6.72,9.39,NA,1873-11
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,88.62,6.62,9.22,NA,1873-12
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,91.99,6.51,9.08,NA,1874-01
1874.02,4.8,0.33,0.46,12.37,1874.13,5.44,94.76,6.51,9.08,NA,1874-02
1874.03,4.73,0.33,0.46,12.37,1874.21,5.4,93.38,6.51,9.08,NA,1874-03
1874.04,4.6,0.33,0.46,12.18,1874.29,5.37,92.23,6.62,9.22,NA,1874-04
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,90.53,6.67,9.3,NA,1874-05
1874.06,4.46,0.33,0.46,11.8,1874.46,5.3,92.31,6.83,9.52,NA,1874-06
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,91.57,6.78,9.44,NA,1874-07
1874.08,4.47,0.33,0.46,11.8,1874.63,5.24,92.51,6.83,9.52,NA,1874-08
1874.09,4.54,0.33,0.46,11.8,1874.71,5.2,93.96,6.83,9.52,NA,1874-09
1874.10,4.53,0.33,0.46,11.61,1874.79,5.17,95.29,6.94,9.68,NA,1874-10
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,96.93,7,9.76,NA,1874-11
1874.12,4.54,0.33,0.46,11.51,1874.96,5.1,96.29,7,9.76,NA,1874-12
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,96.29,6.95,9.58,NA,1875-01
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,96.08,6.89,9.4,NA,1875-02
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,97.35,6.84,9.23,NA,1875-03
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,97.82,6.73,8.98,NA,1875-04
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,96.4,6.85,9.02,NA,1875-05
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,96.07,6.91,8.99,NA,1875-06
1875.07,4.39,0.31,0.4,11.13,1875.54,4.83,96.29,6.85,8.81,NA,1875-07
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,95.91,6.74,8.55,NA,1875-08
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,95.85,6.74,8.44,NA,1875-09
1875.10,4.3,0.31,0.38,11.13,1875.79,4.71,94.32,6.69,8.26,NA,1875-10
1875.11,4.37,0.3,0.37,11.04,1875.88,4.67,96.68,6.69,8.15,NA,1875-11
1875.12,4.37,0.3,0.36,10.94,1875.96,4.63,97.52,6.69,8.03,NA,1875-12
1876.01,4.46,0.3,0.35,10.85,1876.04,4.59,100.4,6.75,7.95,NA,1876-01
1876.02,4.52,0.3,0.35,10.85,1876.13,4.58,101.75,6.75,7.8,NA,1876-02
1876.03,4.51,0.3,0.34,10.85,1876.21,4.57,101.53,6.75,7.65,NA,1876-03
1876.04,4.34,0.3,0.33,10.75,1876.29,4.56,98.57,6.81,7.57,NA,1876-04
1876.05,4.18,0.3,0.33,10.37,1876.38,4.54,98.42,7.06,7.69,NA,1876-05
1876.06,4.15,0.3,0.32,10.09,1876.46,4.53,100.47,7.26,7.75,NA,1876-06
1876.07,4.1,0.3,0.31,10.09,1876.54,4.52,99.26,7.26,7.59,NA,1876-07
1876.08,3.93,0.3,0.31,10.18,1876.62,4.51,94.26,7.2,7.36,NA,1876-08
1876.09,3.69,0.3,0.3,10.28,1876.71,4.5,87.68,7.13,7.13,NA,1876-09
1876.10,3.67,0.3,0.29,10.47,1876.79,4.49,85.62,7,6.84,NA,1876-10
1876.11,3.6,0.3,0.29,10.56,1876.87,4.47,83.23,6.94,6.63,NA,1876-11
1876.12,3.58,0.3,0.28,10.75,1876.96,4.46,81.31,6.81,6.36,NA,1876-12
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,79.22,6.49,6.29,NA,1877-01
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,76.53,6.45,6.49,NA,1877-02
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,76.03,6.54,6.84,NA,1877-03
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,68.59,6.14,6.69,NA,1877-04
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,67.37,5.82,6.61,NA,1877-05
1877.06,2.73,0.25,0.29,10.09,1877.46,4.4,66.1,5.93,7.02,NA,1877-06
1877.07,2.85,0.24,0.29,10.18,1877.54,4.4,68.36,5.66,7,NA,1877-07
1877.08,3.05,0.23,0.29,9.8,1877.62,4.39,75.99,5.65,7.31,NA,1877-08
1877.09,3.24,0.22,0.3,9.7,1877.71,4.38,81.52,5.47,7.42,NA,1877-09
1877.10,3.31,0.21,0.3,9.7,1877.79,4.37,83.28,5.24,7.47,NA,1877-10
1877.11,3.26,0.2,0.3,9.51,1877.87,4.36,83.66,5.11,7.66,NA,1877-11
1877.12,3.25,0.19,0.3,9.51,1877.96,4.35,83.41,4.88,7.7,NA,1877-12
1878.01,3.25,0.19,0.3,9.23,1878.04,4.34,85.99,5.01,7.96,NA,1878-01
1878.02,3.18,0.19,0.3,9.13,1878.12,4.33,85.01,5.03,8.07,NA,1878-02
1878.03,3.24,0.19,0.3,8.94,1878.21,4.32,88.46,5.12,8.26,NA,1878-03
1878.04,3.33,0.19,0.3,8.85,1878.29,4.31,91.89,5.15,8.37,NA,1878-04
1878.05,3.34,0.19,0.3,8.56,1878.37,4.3,95.24,5.3,8.67,NA,1878-05
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,99.45,5.4,8.89,NA,1878-06
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,100.35,5.31,8.82,NA,1878-07
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,98.38,5.23,8.75,NA,1878-08
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,100.37,5.2,8.77,NA,1878-09
1878.10,3.48,0.18,0.31,8.47,1878.79,4.25,100.35,5.24,8.89,NA,1878-10
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,101.2,5.27,9.02,NA,1878-11
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,102.95,5.37,9.25,NA,1878-12
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,105.6,5.36,9.32,NA,1879-01
1879.02,3.71,0.18,0.32,8.37,1879.12,4.2,108.19,5.35,9.38,NA,1879-02
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,107.67,5.46,9.66,NA,1879-03
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,112.5,5.57,9.95,NA,1879-04
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,117.57,5.62,10.12,NA,1879-05
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,119.56,5.74,10.42,NA,1879-06
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,120.56,5.72,10.47,NA,1879-07
1879.08,4.07,0.19,0.36,8.18,1879.62,4.1,121.45,5.77,10.64,NA,1879-08
1879.09,4.22,0.2,0.36,8.47,1879.71,4.09,121.69,5.62,10.45,NA,1879-09
1879.10,4.68,0.2,0.37,8.94,1879.79,4.07,127.77,5.37,10.06,NA,1879-10
1879.11,4.93,0.2,0.37,9.42,1879.87,4.05,127.8,5.14,9.7,NA,1879-11
1879.12,4.92,0.2,0.38,9.7,1879.96,4.04,123.79,5.03,9.56,NA,1879-12
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,124.89,5.01,9.51,NA,1880-01
1880.02,5.2,0.21,0.4,9.99,1880.12,3.99,127.09,5.13,9.73,NA,1880-02
1880.03,5.3,0.22,0.41,10.09,1880.21,3.97,128.32,5.21,9.87,NA,1880-03
1880.04,5.18,0.22,0.42,9.7,1880.29,3.94,130.33,5.54,10.48,NA,1880-04
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,123.65,5.83,11.04,NA,1880-05
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,126.73,6.09,11.51,NA,1880-06
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,132.55,6.22,11.75,NA,1880-07
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,137.31,6.35,11.99,NA,1880-08
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,135.65,6.42,12.11,NA,1880-09
1880.10,5.33,0.25,0.47,9.32,1880.79,3.78,139.58,6.55,12.35,NA,1880-10
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,145.43,6.61,12.46,NA,1880-11
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,149.87,6.67,12.58,NA,1880-12
1881.01,6.19,0.27,0.49,9.42,1881.04,3.7,160.46,6.87,12.59,18.47,1881-01
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,158.34,6.93,12.36,18.15,1881-02
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,160.14,7.06,12.25,18.27,1881-03
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,158.05,7.11,12.03,17.95,1881-04
1881.05,6.5,0.29,0.47,9.51,1881.37,3.67,166.81,7.31,12.04,18.87,1881-05
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,168.86,7.44,11.93,19.03,1881-06
1881.07,6.35,0.3,0.46,9.61,1881.54,3.66,161.35,7.5,11.71,18.12,1881-07
1881.08,6.2,0.3,0.46,9.8,1881.62,3.65,154.48,7.47,11.38,17.29,1881-08
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,149.9,7.32,10.85,16.72,1881-09
1881.10,6.15,0.31,0.45,10.28,1881.79,3.64,146.14,7.37,10.65,16.26,1881-10
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,148.46,7.56,10.65,16.48,1881-11
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,144.15,7.68,10.55,15.96,1881-12
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,141.99,7.68,10.53,15.68,1882-01
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,137.58,7.6,10.42,15.15,1882-02
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,137.35,7.6,10.4,15.09,1882-03
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,136.09,7.53,10.28,14.92,1882-04
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,133.22,7.47,10.17,14.57,1882-05
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,131.32,7.4,10.06,14.33,1882-06
1882.07,6,0.32,0.43,10.47,1882.54,3.63,139.98,7.47,10.13,15.24,1882-07
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,142.88,7.4,10.02,15.53,1882-08
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,148.28,7.6,10.28,16.08,1882-09
1882.10,6.07,0.32,0.43,10.18,1882.79,3.63,145.59,7.68,10.35,15.76,1882-10
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,140.66,7.75,10.43,15.19,1882-11
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,142.74,7.82,10.51,15.38,1882-12
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,142,7.84,10.45,15.27,1883-01
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,137.52,7.79,10.29,14.76,1883-02
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,140.54,7.88,10.33,15.05,1883-03
1883.04,5.87,0.32,0.42,9.9,1883.29,3.63,144.85,7.98,10.36,15.48,1883-04
1883.05,5.77,0.32,0.42,9.8,1883.37,3.63,143.76,8.08,10.4,15.34,1883-05
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,149.36,8.34,10.65,15.9,1883-06
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,150.05,8.53,10.8,15.95,1883-07
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,143.24,8.56,10.74,15.2,1883-08
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,146.31,8.66,10.78,15.49,1883-09
1883.10,5.38,0.33,0.41,9.23,1883.79,3.62,142.34,8.69,10.72,15.05,1883-10
1883.11,5.46,0.33,0.4,9.13,1883.87,3.62,145.96,8.8,10.76,15.41,1883-11
1883.12,5.34,0.33,0.4,9.23,1883.96,3.62,141.28,8.73,10.58,14.9,1883-12
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,137.05,8.69,10.38,14.43,1884-01
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,140.75,8.64,10.19,14.81,1884-02
1884.03,5.3,0.33,0.38,9.23,1884.21,3.6,140.22,8.6,9.99,14.74,1884-03
1884.04,5.06,0.32,0.37,9.04,1884.29,3.6,136.69,8.73,10,14.35,1884-04
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,128.32,8.88,10,13.47,1884-05
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,123.07,8.83,9.8,12.91,1884-06
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,124.41,8.88,9.69,13.04,1884-07
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,132.22,8.83,9.48,13.86,1884-08
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,129.44,8.88,9.38,13.57,1884-09
1884.10,4.44,0.31,0.33,8.56,1884.79,3.55,126.61,8.93,9.27,13.27,1884-10
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,126.86,9.09,9.26,13.3,1884-11
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,128.02,9.14,9.14,13.43,1884-12
1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,125.07,8.97,9.05,13.13,1885-01
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,127.44,8.7,8.85,13.38,1885-02
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,130.7,8.73,8.95,13.73,1885-03
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,128.91,8.46,8.75,13.55,1885-04
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,130.43,8.48,8.86,13.71,1885-05
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,132.95,8.5,8.97,13.98,1885-06
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,136.26,8.22,8.76,14.33,1885-07
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,143.9,8.04,8.66,15.13,1885-08
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,143.78,7.96,8.66,15.12,1885-09
1885.10,4.92,0.25,0.28,7.9,1885.79,3.41,152.13,7.78,8.56,15.99,1885-10
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,160.09,7.51,8.35,16.82,1885-11
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,155.17,7.16,8.06,16.3,1885-12
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,158.87,7.28,8.4,16.69,1886-01
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,161.92,7.23,8.55,17.01,1886-02
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,160.47,7.27,8.81,16.84,1886-03
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,160.24,7.3,9.08,16.8,1886-04
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,161.04,7.43,9.46,16.86,1886-05
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,170.55,7.47,9.75,17.83,1886-06
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,170.98,7.32,9.78,17.85,1886-07
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,170.14,7.18,9.82,17.72,1886-08
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,174.57,7.13,9.98,18.15,1886-09
1886.10,5.65,0.22,0.32,7.71,1886.79,3.48,179.01,7.07,10.14,18.56,1886-10
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,183.45,7.02,10.3,18.97,1886-11
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,176.51,6.89,10.33,18.19,1886-12
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,170.48,6.8,10.16,17.51,1887-01
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,167.26,6.79,10.11,17.13,1887-02
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,171.19,6.87,10.19,17.47,1887-03
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,175.11,6.94,10.27,17.82,1887-04
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,178.13,7.02,10.34,18.08,1887-05
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,175.06,7.18,10.54,17.71,1887-06
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,172.84,7.34,10.74,17.43,1887-07
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,166.51,7.33,10.69,16.74,1887-08
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,166.35,7.5,10.9,16.68,1887-09
1887.10,5.2,0.25,0.36,7.99,1887.79,3.63,158.87,7.49,10.85,15.88,1887-10
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,160.02,7.47,10.79,15.95,1887-11
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,155.46,7.37,10.62,15.46,1887-12
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,154.85,7.24,10.26,15.36,1888-01
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,155.75,7.28,10.13,15.42,1888-02
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,149.85,7.23,9.88,14.81,1888-03
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,152.19,7.26,9.75,15.02,1888-04
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,156.09,7.3,9.61,15.39,1888-05
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,153.06,7.33,9.47,15.08,1888-06
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,155.19,7.19,9.11,15.28,1888-07
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,158.51,7.15,8.86,15.6,1888-08
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,162.43,7.1,8.6,15.99,1888-09
1888.10,5.35,0.23,0.28,8.18,1888.79,3.51,159.65,6.96,8.26,15.72,1888-10
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,154.57,6.83,7.91,15.22,1888-11
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,151.62,6.78,7.67,14.95,1888-12
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,160.09,7,8.04,15.8,1889-01
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,163.87,7.06,8.25,16.19,1889-02
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,162.43,7.12,8.45,16.07,1889-03
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,162.12,7.09,8.55,16.05,1889-04
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,170.66,7.24,8.88,16.92,1889-05
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,173.55,7.22,8.98,17.22,1889-06
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,170.02,7.19,9.09,16.89,1889-07
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,172.27,7.16,9.2,17.13,1889-08
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,174.26,7.05,9.19,17.35,1889-09
1889.10,5.4,0.22,0.29,7.71,1889.79,3.43,171.09,7.02,9.29,17.05,1889-10
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,169.51,7,9.4,16.91,1889-11
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,166.5,6.89,9.39,16.61,1889-12
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,172.59,7.06,9.6,17.22,1890-01
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,170.66,7.06,9.57,17.03,1890-02
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,169.38,7.06,9.54,16.9,1890-03
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,172.91,7.06,9.52,17.26,1890-04
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,178.06,6.97,9.37,17.79,1890-05
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,176.79,6.97,9.35,17.68,1890-06
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,175.53,6.97,9.32,17.59,1890-07
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,165.28,6.72,8.96,16.6,1890-08
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,160.62,6.64,8.83,16.17,1890-09
1890.10,5.08,0.22,0.29,8.09,1890.79,3.57,153.38,6.64,8.81,15.48,1890-10
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,145.63,6.8,8.99,14.75,1890-11
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,142.23,6.8,8.97,14.44,1890-12
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,151.48,6.89,9.21,15.43,1891-01
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,151.51,6.8,9.22,15.48,1891-02
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,146.95,6.72,9.24,15.05,1891-03
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,150.06,6.64,9.26,15.41,1891-04
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,151.23,6.72,9.5,15.57,1891-05
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,151.79,6.89,9.86,15.66,1891-06
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,151.13,6.97,10.11,15.62,1891-07
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,156.2,6.97,10.24,16.16,1891-08
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,170.98,7.06,10.51,17.71,1891-09
1891.10,5.33,0.22,0.33,7.61,1891.79,3.61,170.98,7.06,10.64,17.72,1891-10
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,170.55,7.15,10.91,17.67,1891-11
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,175.75,7.15,11.05,18.21,1891-12
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,183.64,7.39,11.42,19.02,1892-01
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,183.98,7.44,11.5,19.04,1892-02
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,190.94,7.7,11.89,19.74,1892-03
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,193.17,7.86,12.14,19.94,1892-04
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,193.17,7.92,12.22,19.91,1892-05
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,192.13,7.98,12.31,19.77,1892-06
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,187.07,7.82,12.07,19.21,1892-07
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,187.31,7.78,12,19.2,1892-08
1892.09,5.48,0.24,0.36,7.33,1892.71,3.7,182.64,7.83,12.08,18.69,1892-09
1892.10,5.59,0.24,0.37,7.33,1892.79,3.71,186.31,7.89,12.17,19.04,1892-10
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,180.94,7.74,11.94,18.46,1892-11
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,176.76,7.7,11.87,18.01,1892-12
1893.01,5.61,0.24,0.36,7.9,1893.04,3.75,173.46,7.45,11.16,17.66,1893-01
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,168.34,7.38,10.75,17.13,1893-02
1893.03,5.31,0.24,0.34,7.8,1893.21,3.74,166.19,7.59,10.72,16.9,1893-03
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,168.24,7.71,10.56,17.1,1893-04
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,155.26,7.83,10.4,15.78,1893-05
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,151.68,8.06,10.36,15.42,1893-06
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,141.15,8.3,10.33,14.35,1893-07
1893.08,4.08,0.25,0.3,6.95,1893.62,3.72,143.43,8.67,10.43,14.59,1893-08
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,147.56,8.36,9.71,15.01,1893-09
1893.10,4.5,0.25,0.28,7.33,1893.79,3.71,149.98,8.28,9.28,15.27,1893-10
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,156.38,8.53,9.21,15.94,1893-11
