Date,P,D,E,CPI,Date Fraction,Long IR GS10,Real Price,Real Dividend,Real Earnings,CAPE (P/E10),Date (CCYY-MM)
1916.10,9.98,0.54,1.42,11.3,1916.79,4.19,215.65,11.63,30.73,12.05,1916-10
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,216.79,11.66,31.34,12.05,1916-11
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,206.29,11.79,32.21,11.41,1916-12
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,199.72,11.91,31.49,10.99,1917-01
1917.02,9.03,0.58,1.49,12,1917.12,4.26,183.74,11.84,30.28,10.06,1917-02
1917.03,9.31,0.59,1.47,12,1917.21,4.29,189.44,12.06,29.87,10.33,1917-03
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,177.71,11.69,28.04,9.64,1917-04
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,169.02,11.72,27.2,9.14,1917-05
1917.06,9.04,0.63,1.41,13,1917.46,4.37,169.8,11.74,26.39,9.15,1917-06
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,167.68,12.13,26.4,9,1917-07
1917.08,8.53,0.65,1.36,13,1917.62,4.43,160.22,12.15,25.6,8.57,1917-08
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,149.08,12.07,24.66,7.95,1917-09
1917.10,7.68,0.67,1.32,13.5,1917.79,4.49,138.91,12.09,23.91,7.39,1917-10
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,127.33,12.28,23.53,6.75,1917-11
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,121.2,12.3,22.81,6.41,1917-12
1918.01,7.21,0.68,1.26,14,1918.04,4.57,125.75,11.86,21.91,6.64,1918-01
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,128.67,11.6,21.34,6.78,1918-02
1918.03,7.28,0.66,1.21,14,1918.21,4.56,126.97,11.51,21.07,6.69,1918-03
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,123.98,11.18,20.34,6.52,1918-04
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,125.29,10.78,19.52,6.58,1918-05
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,123.75,10.46,18.85,6.5,1918-06
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,121.44,10.03,17.97,6.37,1918-07
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,120.19,9.67,17.24,6.3,1918-08
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,117.27,9.33,16.53,6.15,1918-09
1918.10,7.86,0.59,1.04,16,1918.79,4.52,119.95,9,15.84,6.29,1918-10
1918.11,8.06,0.58,1.01,16.3,1918.87,4.51,120.74,8.69,15.19,6.33,1918-11
1918.12,7.9,0.57,0.99,16.5,1918.96,4.51,116.91,8.44,14.65,6.13,1918-12
1919.01,7.85,0.57,0.99,16.5,1919.04,4.5,116.17,8.39,14.58,6.1,1919-01
1919.02,7.88,0.56,0.98,16.2,1919.12,4.54,118.77,8.49,14.77,6.24,1919-02
1919.03,8.12,0.56,0.98,16.4,1919.21,4.58,120.9,8.34,14.52,6.36,1919-03
1919.04,8.39,0.56,0.97,16.7,1919.29,4.62,122.67,8.14,14.18,6.46,1919-04
1919.05,8.97,0.55,0.97,16.9,1919.37,4.66,129.6,7.99,13.94,6.83,1919-05
1919.06,9.21,0.55,0.96,16.9,1919.46,4.7,133.07,7.95,13.87,7.02,1919-06
1919.07,9.51,0.55,0.96,17.4,1919.54,4.74,133.45,7.67,13.4,7.05,1919-07
1919.08,8.87,0.54,0.95,17.7,1919.62,4.77,122.36,7.49,13.11,6.48,1919-08
1919.09,9.01,0.54,0.95,17.8,1919.71,4.81,123.6,7.41,12.96,6.56,1919-09
1919.10,9.47,0.54,0.94,18.1,1919.79,4.85,127.75,7.24,12.68,6.79,1919-10
1919.11,9.19,0.53,0.94,18.5,1919.87,4.89,121.3,7.04,12.34,6.47,1919-11
1919.12,8.92,0.53,0.93,18.9,1919.96,4.93,115.24,6.85,12.02,6.16,1919-12
1920.01,8.83,0.53,0.92,19.3,1920.04,4.97,111.71,6.68,11.63,5.99,1920-01
1920.02,8.1,0.53,0.91,19.5,1920.12,4.98,101.43,6.6,11.37,5.46,1920-02
1920.03,8.67,0.53,0.9,19.7,1920.21,4.99,107.46,6.51,11.12,5.8,1920-03
1920.04,8.6,0.52,0.89,20.3,1920.29,5,103.44,6.29,10.67,5.6,1920-04
1920.05,8.06,0.52,0.88,20.6,1920.37,5.01,95.54,6.18,10.38,5.19,1920-05
1920.06,7.92,0.52,0.87,20.9,1920.46,5.02,92.53,6.08,10.11,5.04,1920-06
1920.07,7.91,0.52,0.85,20.8,1920.54,5.03,92.86,6.08,10.03,5.08,1920-07
1920.08,7.6,0.52,0.84,20.3,1920.62,5.04,91.42,6.22,10.14,5.02,1920-08
1920.09,7.87,0.52,0.83,20,1920.71,5.05,96.08,6.29,10.16,5.3,1920-09
1920.10,7.88,0.51,0.82,19.9,1920.79,5.06,96.69,6.3,10.08,5.35,1920-10
1920.11,7.48,0.51,0.81,19.8,1920.87,5.07,92.24,6.31,10,5.13,1920-11
1920.12,6.81,0.51,0.8,19.4,1920.96,5.08,85.71,6.42,10.07,4.78,1920-12
1921.01,7.11,0.51,0.76,19,1921.04,5.09,91.37,6.5,9.73,5.12,1921-01
1921.02,7.06,0.5,0.72,18.4,1921.12,5.02,93.69,6.66,9.49,5.27,1921-02
1921.03,6.88,0.5,0.67,18.3,1921.21,4.96,91.8,6.64,8.97,5.19,1921-03
1921.04,6.91,0.49,0.63,18.1,1921.29,4.89,93.22,6.65,8.5,5.3,1921-04
1921.05,7.12,0.49,0.59,17.7,1921.37,4.83,98.22,6.75,8.1,5.61,1921-05
1921.06,6.55,0.49,0.55,17.6,1921.46,4.76,90.87,6.73,7.56,5.22,1921-06
1921.07,6.53,0.48,0.5,17.7,1921.54,4.7,90.08,6.63,6.93,5.2,1921-07
1921.08,6.45,0.48,0.46,17.7,1921.62,4.63,88.98,6.58,6.35,5.16,1921-08
1921.09,6.61,0.47,0.42,17.5,1921.71,4.56,92.23,6.59,5.83,5.38,1921-09
1921.10,6.7,0.47,0.38,17.5,1921.79,4.5,93.48,6.53,5.23,5.48,1921-10
1921.11,7.06,0.46,0.33,17.4,1921.87,4.43,99.07,6.51,4.67,5.84,1921-11
1921.12,7.31,0.46,0.29,17.3,1921.96,4.37,103.17,6.49,4.09,6.11,1921-12
1922.01,7.3,0.46,0.32,16.9,1922.04,4.3,105.47,6.71,4.67,6.29,1922-01
1922.02,7.46,0.47,0.36,16.9,1922.12,4.31,107.78,6.77,5.15,6.46,1922-02
1922.03,7.74,0.47,0.39,16.7,1922.21,4.31,113.17,6.91,5.7,6.82,1922-03
1922.04,8.21,0.48,0.42,16.7,1922.29,4.32,120.04,6.97,6.19,7.27,1922-04
1922.05,8.53,0.48,0.46,16.7,1922.37,4.32,124.72,7.03,6.68,7.59,1922-05
1922.06,8.45,0.49,0.49,16.7,1922.46,4.33,123.55,7.09,7.16,7.56,1922-06
1922.07,8.51,0.49,0.52,16.8,1922.54,4.33,123.69,7.11,7.61,7.6,1922-07
1922.08,8.83,0.49,0.56,16.6,1922.62,4.34,129.88,7.26,8.19,8.02,1922-08
1922.09,9.06,0.5,0.59,16.6,1922.71,4.34,133.27,7.32,8.68,8.27,1922-09
1922.10,9.26,0.5,0.62,16.7,1922.79,4.35,135.39,7.34,9.11,8.43,1922-10
1922.11,8.8,0.51,0.66,16.8,1922.87,4.35,127.9,7.35,9.54,8,1922-11
1922.12,8.78,0.51,0.69,16.9,1922.96,4.36,126.86,7.37,9.97,7.96,1922-12
1923.01,8.9,0.51,0.71,16.8,1923.04,4.36,129.36,7.44,10.38,8.15,1923-01
1923.02,9.28,0.51,0.74,16.8,1923.12,4.34,134.88,7.46,10.73,8.53,1923-02
1923.03,9.43,0.52,0.76,16.8,1923.21,4.31,137.06,7.49,11.08,8.7,1923-03
1923.04,9.1,0.52,0.79,16.9,1923.29,4.29,131.48,7.47,11.37,8.37,1923-04
1923.05,8.67,0.52,0.81,16.9,1923.37,4.26,125.27,7.49,11.71,8,1923-05
1923.06,8.34,0.52,0.84,17,1923.46,4.24,119.79,7.47,11.99,7.67,1923-06
1923.07,8.06,0.52,0.86,17.2,1923.54,4.21,114.42,7.41,12.2,7.35,1923-07
1923.08,8.1,0.52,0.88,17.1,1923.62,4.19,115.66,7.47,12.61,7.44,1923-08
1923.09,8.15,0.53,0.91,17.2,1923.71,4.16,115.7,7.45,12.88,7.46,1923-09
1923.10,8.03,0.53,0.93,17.3,1923.79,4.14,113.34,7.43,13.15,7.32,1923-10
1923.11,8.27,0.53,0.96,17.3,1923.87,4.11,116.72,7.46,13.49,7.55,1923-11
1923.12,8.55,0.53,0.98,17.3,1923.96,4.09,120.68,7.48,13.83,7.81,1923-12
1924.01,8.83,0.53,0.98,17.3,1924.04,4.06,124.63,7.5,13.77,8.07,1924-01
1924.02,8.87,0.53,0.97,17.2,1924.12,4.04,125.92,7.57,13.79,8.16,1924-02
1924.03,8.7,0.54,0.97,17.1,1924.21,4.03,124.23,7.64,13.82,8.06,1924-03
1924.04,8.5,0.54,0.96,17,1924.29,4.01,122.09,7.71,13.84,7.92,1924-04
1924.05,8.47,0.54,0.96,17,1924.37,3.99,121.66,7.73,13.78,7.9,1924-05
1924.06,8.63,0.54,0.96,17,1924.46,3.98,123.96,7.76,13.72,8.05,1924-06
1924.07,9.03,0.54,0.95,17.1,1924.54,3.96,128.94,7.74,13.58,8.38,1924-07
1924.08,9.34,0.54,0.95,17,1924.62,3.94,134.15,7.8,13.6,8.72,1924-08
1924.09,9.25,0.55,0.94,17.1,1924.71,3.93,132.08,7.78,13.46,8.58,1924-09
1924.10,9.13,0.55,0.94,17.2,1924.79,3.91,129.61,7.76,13.32,8.42,1924-10
1924.11,9.64,0.55,0.93,17.2,1924.87,3.89,136.85,7.78,13.26,8.89,1924-11
1924.12,10.16,0.55,0.93,17.3,1924.96,3.88,143.4,7.76,13.13,9.31,1924-12
1925.01,10.58,0.55,0.96,17.3,1925.04,3.86,149.33,7.82,13.5,9.69,1925-01
1925.02,10.67,0.56,0.98,17.2,1925.12,3.85,151.47,7.93,13.96,9.83,1925-02
1925.03,10.39,0.56,1.01,17.3,1925.21,3.83,146.65,7.94,14.26,9.52,1925-03
1925.04,10.28,0.57,1.04,17.2,1925.29,3.82,145.94,8.05,14.72,9.48,1925-04
1925.05,10.61,0.57,1.06,17.3,1925.37,3.8,149.75,8.06,15,9.73,1925-05
1925.06,10.8,0.58,1.09,17.5,1925.46,3.79,150.69,8.02,15.21,9.8,1925-06
1925.07,11.1,0.58,1.12,17.7,1925.54,3.77,153.13,7.99,15.41,9.96,1925-07
1925.08,11.25,0.58,1.14,17.7,1925.62,3.76,155.2,8.05,15.77,10.11,1925-08
1925.09,11.51,0.59,1.17,17.7,1925.71,3.74,158.78,8.1,16.14,10.36,1925-09
1925.10,11.89,0.59,1.2,17.7,1925.79,3.73,164.03,8.16,16.51,10.72,1925-10
1925.11,12.26,0.6,1.22,18,1925.87,3.71,166.31,8.08,16.59,10.89,1925-11
1925.12,12.46,0.6,1.25,17.9,1925.96,3.7,169.97,8.18,17.05,11.15,1925-12
1926.01,12.65,0.61,1.25,17.9,1926.04,3.68,172.56,8.29,17.04,11.34,1926-01
1926.02,12.67,0.62,1.25,17.9,1926.12,3.65,172.83,8.39,17.02,11.39,1926-02
1926.03,11.81,0.62,1.25,17.8,1926.21,3.62,162.01,8.54,17.12,10.71,1926-03
1926.04,11.48,0.63,1.25,17.9,1926.29,3.6,156.6,8.59,17.01,10.4,1926-04
1926.05,11.56,0.64,1.25,17.8,1926.37,3.57,158.58,8.75,17.09,10.58,1926-05
1926.06,12.11,0.65,1.25,17.7,1926.46,3.54,167.06,8.9,17.18,11.2,1926-06
1926.07,12.62,0.65,1.24,17.5,1926.54,3.51,176.09,9.1,17.36,11.87,1926-07
1926.08,13.12,0.66,1.24,17.4,1926.62,3.48,184.11,9.26,17.44,12.49,1926-08
1926.09,13.32,0.67,1.24,17.5,1926.71,3.45,185.85,9.31,17.33,12.69,1926-09
1926.10,13.02,0.68,1.24,17.6,1926.79,3.43,180.63,9.36,17.23,12.43,1926-10
1926.11,13.19,0.68,1.24,17.7,1926.87,3.4,181.96,9.42,17.12,12.62,1926-11
1926.12,13.49,0.69,1.24,17.7,1926.96,3.37,186.1,9.52,17.11,13.01,1926-12
1927.01,13.4,0.7,1.23,17.5,1927.04,3.34,186.97,9.72,17.15,13.19,1927-01
1927.02,13.66,0.7,1.22,17.4,1927.12,3.34,191.69,9.87,17.09,13.63,1927-02
1927.03,13.87,0.71,1.21,17.3,1927.21,3.34,195.76,10.02,17.05,14.03,1927-03
1927.04,14.21,0.72,1.2,17.3,1927.29,3.34,200.56,10.12,16.89,14.49,1927-04
1927.05,14.7,0.72,1.19,17.4,1927.37,3.34,206.29,10.15,16.64,15,1927-05
1927.06,14.89,0.73,1.18,17.6,1927.46,3.34,206.58,10.13,16.3,15.12,1927-06
1927.07,15.22,0.74,1.16,17.3,1927.54,3.34,214.82,10.4,16.43,15.82,1927-07
1927.08,16.03,0.74,1.15,17.2,1927.62,3.33,227.57,10.55,16.37,16.86,1927-08
1927.09,16.94,0.75,1.14,17.3,1927.71,3.33,239.09,10.59,16.13,17.82,1927-09
1927.10,16.68,0.76,1.13,17.4,1927.79,3.33,234.07,10.62,15.89,17.54,1927-10
1927.11,17.06,0.76,1.12,17.3,1927.87,3.33,240.79,10.77,15.82,18.13,1927-11
1927.12,17.46,0.77,1.11,17.3,1927.96,3.33,246.43,10.87,15.67,18.65,1927-12
1928.01,17.53,0.78,1.13,17.3,1928.04,3.33,247.42,10.96,15.99,18.81,1928-01
1928.02,17.32,0.78,1.16,17.1,1928.12,3.35,247.32,11.18,16.49,18.87,1928-02
1928.03,18.25,0.79,1.18,17.1,1928.21,3.38,260.6,11.28,16.81,19.94,1928-03
1928.04,19.4,0.8,1.2,17.1,1928.29,3.4,277.02,11.38,17.14,21.26,1928-04
1928.05,20,0.8,1.22,17.2,1928.37,3.42,283.93,11.4,17.35,21.83,1928-05
1928.06,19.02,0.81,1.25,17.1,1928.46,3.44,271.59,11.57,17.78,20.91,1928-06
1928.07,19.16,0.82,1.27,17.1,1928.54,3.47,273.59,11.66,18.11,21.08,1928-07
1928.08,19.78,0.82,1.29,17.1,1928.62,3.49,282.44,11.76,18.42,21.76,1928-08
1928.09,21.17,0.83,1.31,17.3,1928.71,3.51,298.8,11.71,18.52,23,1928-09
1928.10,21.6,0.84,1.34,17.2,1928.79,3.53,306.64,11.88,18.95,23.58,1928-10
1928.11,23.06,0.84,1.36,17.2,1928.87,3.56,327.37,11.97,19.26,25.12,1928-11
1928.12,23.15,0.85,1.38,17.1,1928.96,3.58,330.57,12.14,19.71,25.3,1928-12
1929.01,24.86,0.86,1.4,17.1,1929.04,3.6,354.98,12.28,19.98,27.08,1929-01
1929.02,24.99,0.87,1.42,17.1,1929.12,3.57,356.84,12.42,20.25,27.13,1929-02
1929.03,25.43,0.88,1.44,17,1929.21,3.55,365.26,12.64,20.65,27.68,1929-03
1929.04,25.28,0.89,1.46,16.9,1929.29,3.52,365.25,12.86,21.05,27.57,1929-04
1929.05,25.66,0.9,1.48,17,1929.37,3.5,368.56,12.93,21.2,27.7,1929-05
1929.06,26.15,0.91,1.5,17.1,1929.46,3.47,373.4,12.99,21.35,27.94,1929-06
1929.07,28.48,0.92,1.51,17.3,1929.54,3.45,401.97,12.99,21.37,29.93,1929-07
1929.08,30.1,0.93,1.53,17.3,1929.62,3.42,424.84,13.13,21.64,31.48,1929-08
1929.09,31.3,0.94,1.55,17.3,1929.71,3.39,441.78,13.27,21.91,32.56,1929-09
1929.10,27.99,0.95,1.57,17.3,1929.79,3.37,395.06,13.41,22.19,28.96,1929-10
1929.11,20.58,0.96,1.59,17.3,1929.87,3.34,290.47,13.55,22.46,21.17,1929-11
1929.12,21.4,0.97,1.61,17.2,1929.96,3.32,303.8,13.77,22.86,22.01,1929-12
1930.01,21.71,0.97,1.56,17.1,1930.04,3.29,310,13.86,22.23,22.31,1930-01
1930.02,23.07,0.97,1.5,17,1930.12,3.29,331.36,13.96,21.59,23.7,1930-02
1930.03,23.94,0.97,1.45,16.9,1930.21,3.3,345.89,14.05,20.95,24.59,1930-03
1930.04,25.46,0.97,1.4,17,1930.29,3.3,365.69,13.98,20.07,25.84,1930-04
1930.05,23.94,0.97,1.34,16.9,1930.37,3.31,345.89,14.08,19.4,24.31,1930-05
1930.06,21.52,0.98,1.29,16.8,1930.46,3.31,312.78,14.17,18.75,21.87,1930-06
1930.07,21.06,0.98,1.24,16.6,1930.54,3.32,309.78,14.35,18.2,21.55,1930-07
1930.08,20.79,0.98,1.18,16.5,1930.62,3.32,307.66,14.45,17.51,21.3,1930-08
1930.09,20.78,0.98,1.13,16.6,1930.71,3.32,305.66,14.38,16.62,21.07,1930-09
1930.10,17.92,0.98,1.08,16.5,1930.79,3.33,265.19,14.48,15.94,18.21,1930-10
1930.11,16.62,0.98,1.02,16.4,1930.87,3.33,247.45,14.58,15.23,16.94,1930-11
1930.12,15.51,0.98,0.97,16.1,1930.96,3.34,235.23,14.86,14.71,16.06,1930-12
1931.01,15.98,0.97,0.94,15.9,1931.04,3.34,245.4,14.85,14.44,16.71,1931-01
1931.02,17.2,0.95,0.91,15.7,1931.12,3.37,267.5,14.83,14.15,18.16,1931-02
1931.03,17.53,0.94,0.88,15.6,1931.21,3.4,274.38,14.71,13.77,18.58,1931-03
1931.04,15.86,0.93,0.85,15.5,1931.29,3.43,249.85,14.6,13.39,16.87,1931-04
1931.05,14.33,0.91,0.82,15.3,1931.37,3.45,228.7,14.58,13.09,15.4,1931-05
1931.06,13.87,0.9,0.79,15.1,1931.46,3.48,224.29,14.55,12.77,15.06,1931-06
1931.07,14.33,0.89,0.76,15.1,1931.54,3.51,231.72,14.34,12.29,15.52,1931-07
1931.08,13.9,0.87,0.73,15.1,1931.62,3.54,224.77,14.12,11.8,15.01,1931-08
1931.09,11.83,0.86,0.7,15,1931.71,3.57,192.57,14,11.39,12.82,1931-09
1931.10,10.25,0.85,0.67,14.9,1931.79,3.6,167.97,13.88,10.98,11.15,1931-10
1931.11,10.39,0.83,0.64,14.7,1931.87,3.62,172.58,13.84,10.63,11.42,1931-11
1931.12,8.44,0.82,0.61,14.6,1931.96,3.65,141.15,13.71,10.2,9.31,1931-12
1932.01,8.3,0.79,0.59,14.3,1932.04,3.68,141.72,13.55,10.13,9.31,1932-01
1932.02,8.23,0.77,0.58,14.1,1932.12,3.65,142.52,13.28,9.99,9.34,1932-02
1932.03,8.26,0.74,0.56,14,1932.21,3.62,144.06,12.91,9.77,9.41,1932-03
1932.04,6.28,0.71,0.54,13.9,1932.29,3.59,110.32,12.53,9.54,7.19,1932-04
1932.05,5.51,0.69,0.53,13.7,1932.37,3.56,98.21,12.24,9.39,6.39,1932-05
1932.06,4.77,0.66,0.51,13.6,1932.46,3.53,85.64,11.85,9.16,5.57,1932-06
1932.07,5.01,0.63,0.49,13.6,1932.54,3.5,89.95,11.37,8.86,5.84,1932-07
1932.08,7.53,0.61,0.48,13.5,1932.62,3.46,136.2,10.97,8.62,8.83,1932-08
1932.09,8.26,0.58,0.46,13.4,1932.71,3.43,150.51,10.57,8.38,9.76,1932-09
1932.10,7.12,0.55,0.44,13.3,1932.79,3.4,130.72,10.16,8.14,8.48,1932-10
1932.11,7.05,0.53,0.43,13.2,1932.87,3.37,130.41,9.74,7.89,8.46,1932-11
1932.12,6.82,0.5,0.41,13.1,1932.96,3.34,127.12,9.32,7.64,8.26,1932-12
1933.01,7.09,0.5,0.41,12.9,1933.04,3.31,134.2,9.37,7.81,8.73,1933-01
1933.02,6.25,0.49,0.42,12.7,1933.12,3.29,120.17,9.42,7.98,7.83,1933-02
1933.03,6.23,0.49,0.42,12.6,1933.21,3.28,120.73,9.4,8.09,7.87,1933-03
1933.04,6.89,0.48,0.42,12.6,1933.29,3.26,133.52,9.3,8.14,8.72,1933-04
1933.05,8.87,0.48,0.42,12.6,1933.37,3.25,171.89,9.21,8.19,11.25,1933-05
1933.06,10.39,0.47,0.43,12.7,1933.46,3.23,199.76,9.04,8.17,13.1,1933-06
1933.07,11.23,0.47,0.43,13.1,1933.54,3.22,209.32,8.67,7.97,13.75,1933-07
1933.08,10.67,0.46,0.43,13.2,1933.62,3.2,197.38,8.51,7.95,13,1933-08
1933.09,10.58,0.46,0.43,13.2,1933.71,3.18,195.71,8.42,8,12.92,1933-09
1933.10,9.55,0.45,0.44,13.2,1933.79,3.17,176.66,8.32,8.05,11.7,1933-10
1933.11,9.78,0.45,0.44,13.2,1933.87,3.15,180.91,8.23,8.09,12.01,1933-11
1933.12,9.97,0.44,0.44,13.2,1933.96,3.14,184.43,8.14,8.14,12.28,1933-12
1934.01,10.54,0.44,0.44,13.2,1934.04,3.12,194.97,8.15,8.22,13.03,1934-01
1934.02,11.32,0.44,0.45,13.3,1934.12,3.09,207.82,8.11,8.23,13.93,1934-02
1934.03,10.74,0.44,0.45,13.3,1934.21,3.07,197.18,8.12,8.31,13.25,1934-03
1934.04,10.92,0.44,0.46,13.3,1934.29,3.04,200.48,8.14,8.38,13.52,1934-04
1934.05,9.81,0.44,0.46,13.3,1934.37,3.01,180.1,8.16,8.46,12.18,1934-05
1934.06,9.94,0.45,0.47,13.4,1934.46,2.98,181.13,8.11,8.47,12.29,1934-06
1934.07,9.47,0.45,0.47,13.4,1934.54,2.96,172.56,8.12,8.55,11.74,1934-07
1934.08,9.1,0.45,0.47,13.4,1934.62,2.93,165.82,8.14,8.62,11.32,1934-08
1934.09,8.88,0.45,0.48,13.6,1934.71,2.9,159.43,8.03,8.57,10.91,1934-09
1934.10,8.95,0.45,0.48,13.5,1934.79,2.87,161.88,8.11,8.71,11.11,1934-10
1934.11,9.2,0.45,0.49,13.5,1934.87,2.85,166.4,8.12,8.79,11.45,1934-11
1934.12,9.26,0.45,0.49,13.4,1934.96,2.82,168.74,8.2,8.93,11.64,1934-12
1935.01,9.26,0.45,0.57,13.6,1935.04,2.79,166.26,8.08,10.23,11.5,1935-01
1935.02,8.98,0.45,0.65,13.7,1935.12,2.78,160.05,8.02,11.58,11.09,1935-02
1935.03,8.41,0.45,0.73,13.7,1935.21,2.77,149.89,8.02,13.01,10.4,1935-03
1935.04,9.04,0.45,0.76,13.8,1935.29,2.76,159.95,7.9,13.39,11.1,1935-04
1935.05,9.75,0.44,0.78,13.8,1935.37,2.74,172.52,7.84,13.86,11.99,1935-05
1935.06,10.12,0.44,0.81,13.7,1935.46,2.73,180.37,7.84,14.44,12.54,1935-06
1935.07,10.65,0.44,0.79,13.7,1935.54,2.72,189.82,7.84,14.14,13.2,1935-07
1935.08,11.37,0.44,0.78,13.7,1935.62,2.71,202.65,7.84,13.84,14.11,1935-08
1935.09,11.61,0.44,0.76,13.7,1935.71,2.7,206.93,7.84,13.55,14.42,1935-09
1935.10,11.92,0.45,0.76,13.7,1935.79,2.69,212.45,8.02,13.55,14.83,1935-10
1935.11,13.04,0.46,0.76,13.8,1935.87,2.67,230.73,8.14,13.45,16.13,1935-11
1935.12,13.04,0.47,0.76,13.8,1935.96,2.66,230.73,8.32,13.45,16.16,1935-12
1936.01,13.76,0.48,0.77,13.8,1936.04,2.65,243.47,8.49,13.62,17.09,1936-01
1936.02,14.55,0.49,0.78,13.8,1936.12,2.65,257.45,8.67,13.8,18.1,1936-02
1936.03,14.86,0.5,0.79,13.7,1936.21,2.66,264.85,8.91,14.08,18.66,1936-03
1936.04,14.88,0.52,0.82,13.7,1936.29,2.66,265.21,9.21,14.61,18.72,1936-04
1936.05,14.09,0.53,0.85,13.7,1936.37,2.66,251.13,9.51,15.15,17.75,1936-05
1936.06,14.69,0.55,0.88,13.8,1936.46,2.66,259.92,9.73,15.57,18.39,1936-06
1936.07,15.56,0.57,0.9,13.9,1936.54,2.67,273.34,10.01,15.81,19.36,1936-07
1936.08,15.87,0.59,0.92,14,1936.62,2.67,276.79,10.29,16.05,19.62,1936-08
1936.09,16.05,0.61,0.94,14,1936.71,2.67,279.93,10.64,16.39,19.86,1936-09
1936.10,16.89,0.65,0.97,14,1936.79,2.67,294.58,11.28,16.86,20.91,1936-10
1936.11,17.36,0.68,0.99,14,1936.87,2.68,302.78,11.92,17.32,21.5,1936-11
1936.12,17.06,0.72,1.02,14,1936.96,2.68,297.55,12.56,17.79,21.13,1936-12
1937.01,17.59,0.73,1.05,14.1,1937.04,2.68,304.61,12.64,18.18,21.62,1937-01
1937.02,18.11,0.74,1.08,14.1,1937.12,2.67,313.62,12.81,18.7,22.24,1937-02
1937.03,18.09,0.75,1.11,14.2,1937.21,2.66,311.07,12.9,19.09,22.04,1937-03
1937.04,17.01,0.78,1.13,14.3,1937.29,2.65,290.45,13.32,19.3,20.56,1937-04
1937.05,16.25,0.81,1.15,14.4,1937.37,2.64,275.55,13.73,19.5,19.47,1937-05
1937.06,15.64,0.84,1.17,14.4,1937.46,2.63,265.2,14.24,19.84,18.71,1937-06
1937.07,16.57,0.82,1.19,14.5,1937.54,2.62,279.03,13.75,19.98,19.65,1937-07
1937.08,16.74,0.79,1.2,14.5,1937.62,2.61,281.9,13.36,20.26,19.81,1937-08
1937.09,14.37,0.77,1.22,14.6,1937.71,2.6,240.33,12.88,20.4,16.85,1937-09
1937.10,12.28,0.78,1.19,14.6,1937.79,2.59,205.38,13.05,19.9,14.36,1937-10
1937.11,11.2,0.79,1.16,14.5,1937.87,2.58,188.6,13.3,19.53,13.16,1937-11
1937.12,11.02,0.8,1.13,14.4,1937.96,2.57,186.86,13.57,19.16,13.01,1937-12
1938.01,11.31,0.79,1.08,14.2,1938.04,2.56,194.48,13.64,18.51,13.51,1938-01
1938.02,11.04,0.79,1.02,14.1,1938.12,2.54,191.18,13.62,17.72,13.26,1938-02
1938.03,10.31,0.78,0.97,14.1,1938.21,2.53,178.54,13.51,16.8,12.38,1938-03
1938.04,9.89,0.77,0.9,14.2,1938.29,2.51,170.06,13.18,15.53,11.79,1938-04
1938.05,9.98,0.75,0.84,14.1,1938.37,2.49,172.83,13.05,14.49,11.99,1938-05
1938.06,10.21,0.74,0.77,14.1,1938.46,2.48,176.81,12.81,13.33,12.29,1938-06
1938.07,12.24,0.71,0.72,14.1,1938.54,2.46,211.97,12.35,12.47,14.77,1938-07
1938.08,12.31,0.69,0.67,14.1,1938.62,2.44,213.18,11.89,11.6,14.9,1938-08
1938.09,11.75,0.66,0.62,14.1,1938.71,2.43,203.48,11.43,10.74,14.28,1938-09
1938.10,13.06,0.61,0.63,14,1938.79,2.41,227.78,10.64,10.93,16.06,1938-10
1938.11,13.07,0.56,0.63,14,1938.87,2.39,227.96,9.77,11.05,16.15,1938-11
1938.12,12.69,0.51,0.64,14,1938.96,2.38,221.33,8.89,11.16,15.76,1938-12
1939.01,12.5,0.51,0.66,14,1939.04,2.36,218.01,8.95,11.57,15.6,1939-01
1939.02,12.4,0.52,0.69,13.9,1939.12,2.35,217.83,9.08,12.06,15.66,1939-02
1939.03,12.39,0.52,0.71,13.9,1939.21,2.34,217.65,9.13,12.47,15.73,1939-03
1939.04,10.83,0.52,0.73,13.8,1939.29,2.32,191.63,9.26,12.86,13.92,1939-04
1939.05,11.23,0.53,0.74,13.8,1939.37,2.31,198.7,9.32,13.15,14.5,1939-05
1939.06,11.43,0.53,0.76,13.8,1939.46,2.3,202.24,9.38,13.45,14.83,1939-06
1939.07,11.71,0.54,0.78,13.8,1939.54,2.29,207.2,9.55,13.74,15.27,1939-07
